title,price,sqm,rooms,postcode,landlord
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,825.01,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,875.01,45,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,51,2,1200,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,1048.99,61,2,1210,teamneunzehn-Gruppe
LEO 131 - PROVISIONSFREI - HIER KÖNNEN SIE ERSCHWINGLICH UND EXKLUSIV WOHNEN,929.01,64,2,1210,teamneunzehn-Gruppe
Provisionsfreier Erstbezug - Energie sparen im Neubau! U6 & U1 Anbindung - jetzt anfragen!,918.98,64,2,1210,teamneunzehn-Gruppe
Projekt Blumengarten + erstklassige Erstbezugswohnungen beim Badeteich Hirschstetten AKTION! PROVISIONSFREI + 1 MONAT MIETZINSFREI,749,48,2,1220,teamneunzehn-Gruppe
Provisionsfreier Erstbezug - Energie sparen im Neubau! U6 & U1 Anbindung - jetzt anfragen!,1175,75,3,1210,teamneunzehn-Gruppe
Helle 2 Zimmer Wohnung mit möblierte Küche - ab sofort verfügbar - nahe U-Bahn,798.96,58,2,1150,teamneunzehn-Gruppe
SMART CITY LIVING - Exklusives und modernes Wohnen mit hervorragender Verkehrsanbindung - jetzt anfragen,650,34,1,1100,teamneunzehn-Gruppe
Michntergasse 6 - Moderner Erstbezug beim Aupark- Jedlesee - JETZT ANFRAGEN,1254.61,77,3,1210,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,899,47,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,51,2,1200,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,825,43,2,1210,teamneunzehn-Gruppe
***PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK***,829,43,2,1210,teamneunzehn-Gruppe
!!!Projekt LEO 131 - HIER KÖNNEN SIE ERSCHWINGLICH UND HOCHWERTIG WOHNEN! NEUBAU + ERSTBEZUG! JETZT ANFRAGEN!!!,1175,75,3,1210,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ! - JETZT ANFRAGEN,798.99,49,2,1110,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietzinsfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,47,2,1220,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,748.99,46,2,1220,teamneunzehn-Gruppe
Aktion! - 1. Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,1749,81,3,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,874.98,46,2,1220,teamneunzehn-Gruppe
Aktion - 1.Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,895.01,48,2,1220,teamneunzehn-Gruppe
UNBEFRISTETE 2 Zimmer Wohnung mit guter Raumaufteilung in toller Lage zwischen U3 und U4,860.12,41,2,1140,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage!,940.94,57,2,1220,teamneunzehn-Gruppe
AKTION - 1 Monat mietzinsfrei - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,717,46,1,1110,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,999,52,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,848.99,42,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,975,48,2,1200,teamneunzehn-Gruppe
***LEO 131 - HIER KÖNNEN SIE ERSCHWINGLICH UND HOCHWERTIG WOHNEN*** - JETZT ANFRAGEN,879.01,50,2,1210,teamneunzehn-Gruppe
Moderner Erstbezug in bester Lage in der schönen Donaustadt,959,60,3,1220,teamneunzehn-Gruppe
Moderner Erstbezug in bester Lage in der schönen Donaustadt,959,60,3,1220,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,870.62,50,2,1140,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,869.85,50,2,1140,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,764.38,43,2,1140,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietzinsfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,48,2,1220,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,46,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz,799.38,45,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!,769.69,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!,769.74,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!,769.96,46,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz,829.67,45,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,819.39,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,775.39,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,819.65,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,819.86,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,849.51,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,799.59,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,799.75,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei,789.96,46,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz! JETZT ANFRAGEN!,899.4,50,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz! JETZT ANFRAGEN!,779.48,45,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!!,799.48,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!!,799.48,46,2,1220,teamneunzehn-Gruppe
PROVISIONSFREI + 2 Monatsmieten geschenkt - ALLES NEU - Ihr Wohntraum in frischer Umgebung!,819.81,41,2,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,799.96,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt,829.67,45,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt! - JETZT ZUSCHLAGEN!,759.5,45,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,759.89,45,2,1220,teamneunzehn-Gruppe
AKTION - 1 Monat mietzinsfrei - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,769.99,46,1,1110,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,825,42,2,1200,teamneunzehn-Gruppe
AKTION - 1. MONAT MIETZINSFREI! PROVISIONSFREI! URBAN GARDENING - TOP MODERNER ERSTBEZUG - LEBEN UND GENIEßEN IN NEUESSLING,759.72,49,2,1220,teamneunzehn-Gruppe
Projekt Blumengarten + erstklassige Erstbezugswohnungen beim Badeteich Hirschstetten AKTION! PROVISIONSFREI + 1 MONAT MIETZINSFREI,748.99,46,2,1220,teamneunzehn-Gruppe
Projekt Blumengarten + erstklassige Erstbezugswohnungen beim Badeteich Hirschstetten AKTION! PROVISIONSFREI + MIETZINS,749,46,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Charmantes Projekt in ruhiger Lage - hochwertige Erstbezugswohnungen - Wärmepumpe,848.98,44,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Charmantes Projekt in ruhiger Lage - hochwertige Erstbezugswohnungen - Wärmepumpe - Provisionsfrei!,1095,58,3,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,895,44,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt!,1128.93,60,3,1220,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,999.01,53,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849.01,42,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,50,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,899.01,42,2,1200,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ! JETZT ANFRAGEN,917,63,1,1110,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ,797.98,49,2,1110,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - Ab sofort beziehbar! Wohngarten - Deine Grüne Oase in Simmering! Mit Einbauküche Nähe U3 Enkplatz!,798.5,48,2,1110,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1449,78,3,1200,teamneunzehn-Gruppe
2-Zimmer Wohnung mit Balkon in den grünen Garten und exklusiver Auststattung! Direkt bei U3 Kendlerstraße,898.38,49,2,1140,RAAB & Partner Immobilien Gesellschaft m.b.H.
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,825.01,46,2,1200,teamneunzehn-Gruppe
ENKPLATZ!WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,897.99,59,1,1110,teamneunzehn-Gruppe
"AKTION! 1.Monat mietzinsfrei! JETZT PROVISIONSFREI MIETEN! Neubau, Erstbezug, Top Lage, ab sofort verfügbar!",910.42,57,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Provisionsfrei!,940.94,57,2,1220,teamneunzehn-Gruppe
GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! PROVISIONSFREI!,961.42,57,2,1220,teamneunzehn-Gruppe
"AKTION! 1.Monat mietzinsfrei! JETZT PROVISIONSFREI MIETEN! Neubau, Erstbezug, Top Lage, ab sofort verfügbar! Jetzt anfragen!",961.42,57,2,1220,teamneunzehn-Gruppe
"AKTION! 1. Monat mietzinsfrei! JETZT PROVISIONSFREI MIETEN! Neubau, Erstbezug, Top Lage, ab sofort verfügbar! Jetzt anfragen!",940.94,57,2,1220,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949.01,48,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,48,2,1200,teamneunzehn-Gruppe
*POG 83* Tolle 3 Zimmer Wohnung mit Südwest Balkon zum genießen am Nachmittag und einem unschlagbaren Preis!!,959.08,60,3,1220,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,899,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,875.01,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,949.01,54,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,45,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,869,48,2,1210,teamneunzehn-Gruppe
***PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK***,829,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,49,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849.01,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,799.01,43,2,1210,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,825,40,2,1140,teamneunzehn-Gruppe
1 MONAT MIETZINSFREI - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ! JETZT ANFRAGEN!,796.69,48,2,1110,teamneunzehn-Gruppe
Neubauwohnung am Asperner See - Süd-westlicher Balkon - jetzt anfragen,766.28,47,2,1220,teamneunzehn-Gruppe
WILLKOMMEN ZUHAUSE! - Absolute Ruhelage in 1130 Wien - Traumhafte Dachterrasse mit Weitblick! - Jetzt anfragen!,1799,83,3,1130,teamneunzehn-Gruppe
*POG 83* Tolle 3 Zimmer Wohnung mit super Raumaufteilung und Südwest Balkon - hier lässt es sich Leben - Jetzt anfragen!!,959.04,59,3,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! - Jetzt anfragen! Provisionsfrei!,961.42,57,2,1220,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,799.01,44,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,975.01,52,2,1210,teamneunzehn-Gruppe
***PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK***,699.01,36,1,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,819.81,41,2,1220,teamneunzehn-Gruppe
2 Zimmer Wohnung mit südwestlichem Balkon in ruhiger Lage - gute Infrastruktur und gute Anbindung,640,36,2,1140,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,799.38,45,2,1220,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,799.01,42,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1699,94,4,1200,teamneunzehn-Gruppe
*Jetzt zuschlagen!**Single oder Pärchenhit in der Nähe der SCS! *Möblierte Küche inkl westseitiger Terrasse **,849.48,55,2,1230,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei,799.45,46,2,1220,teamneunzehn-Gruppe
Projekt LEO 131 - Hier können Sie günstig und hochwertig wohnen! Die Wohnungen im Neubau sind provisionsfrei und Infrastrukturell (U6 & U1 gut angebunden) - Jetzt Anfragen,878.99,50,2,1210,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,799,46,2,1200,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,774.99,43,2,1140,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,45,2,1220,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,748.99,46,2,1220,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei,769.61,42,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz,899.99,50,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!,769.74,46,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz,819.66,48,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,775.39,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,819.93,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,799.96,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN,839.55,48,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei,789.57,46,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz! JETZT ANFRAGEN!,779.11,46,2,1220,teamneunzehn-Gruppe
Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina - Nähe U1 Kagraner Platz! JETZT ANFRAGE!,769.72,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt,775.39,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,789.38,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,789.38,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt,929.56,50,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,799.45,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,799.59,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,799.92,45,2,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,799.96,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt,775.39,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt,829.53,45,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt,799.56,47,2,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,739.62,41,2,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,789.81,45,2,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,739.62,41,2,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,789.81,45,2,1220,teamneunzehn-Gruppe
Moderner Erstbezug in bester Lage in der schönen Donaustadt - JETZT ANFRAGEN,958.99,59,3,1220,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,671.19,34,1,1140,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,866.46,50,2,1140,teamneunzehn-Gruppe
Sehr geräumige 1 Zimmer Wohnung mit begehbarem Kleiderschrank,833.4,49,1,1220,teamneunzehn-Gruppe
Erstbezugstraum nahe U1 - modernes Wohngebiet - Unschlagbares Angebot: Provisionsfrei + 2 Monate Mietzinsfrei,799.75,46,2,1220,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1399,77,3,1200,teamneunzehn-Gruppe
